Customer ID,Age,Gender,Purchase Amount (USD),Location,Season,Subscription Status,Payment Method,Previous Purchases,Preferred Payment Method,Frequency of Purchases
716,33,Male,63,Delaware,Spring,Yes,Venmo,37,Debit Card,Quarterly
717,30,Male,29,Missouri,Spring,Yes,PayPal,9,Venmo,Bi-Weekly
718,21,Male,90,Alaska,Spring,Yes,Debit Card,7,Venmo,Every 3 Months
719,22,Male,22,Florida,Summer,Yes,Bank Transfer,25,Bank Transfer,Annually
720,63,Male,22,Mississippi,Summer,Yes,Venmo,42,Venmo,Bi-Weekly
721,33,Male,62,New Mexico,Fall,Yes,Bank Transfer,19,Debit Card,Weekly
722,43,Male,57,California,Summer,Yes,Debit Card,41,Debit Card,Every 3 Months
723,27,Male,32,Wyoming,Summer,Yes,PayPal,50,Cash,Bi-Weekly
724,35,Male,53,Missouri,Fall,Yes,Cash,43,PayPal,Monthly
725,37,Male,79,New Hampshire,Fall,Yes,Cash,36,Venmo,Every 3 Months
726,61,Male,61,Texas,Winter,Yes,Cash,33,Debit Card,Fortnightly
727,32,Male,78,North Dakota,Summer,Yes,PayPal,20,Bank Transfer,Every 3 Months
728,62,Male,97,Arkansas,Winter,Yes,Credit Card,37,Venmo,Every 3 Months
729,29,Male,78,Nebraska,Winter,Yes,Debit Card,12,PayPal,Every 3 Months
730,41,Male,56,Minnesota,Summer,Yes,Venmo,46,PayPal,Every 3 Months
731,48,Male,25,Massachusetts,Summer,Yes,Venmo,28,Venmo,Fortnightly
732,43,Male,28,Arkansas,Spring,Yes,Credit Card,30,PayPal,Fortnightly
733,34,Male,57,New Hampshire,Spring,Yes,Cash,28,Cash,Bi-Weekly
734,45,Male,36,Rhode Island,Fall,Yes,Cash,20,Debit Card,Bi-Weekly
735,65,Male,69,New Jersey,Winter,Yes,Venmo,39,Bank Transfer,Every 3 Months
736,61,Male,48,Montana,Fall,Yes,Venmo,48,Cash,Bi-Weekly
737,18,Male,58,Colorado,Spring,Yes,Debit Card,32,Credit Card,Every 3 Months
738,47,Male,24,Nebraska,Spring,Yes,PayPal,28,PayPal,Annually
739,56,Male,31,Minnesota,Winter,Yes,Credit Card,27,Venmo,Quarterly
740,64,Male,29,Minnesota,Summer,Yes,Cash,26,Venmo,Bi-Weekly
741,26,Male,69,South Dakota,Summer,Yes,Bank Transfer,22,Credit Card,Fortnightly
742,22,Male,79,West Virginia,Summer,Yes,Debit Card,23,Bank Transfer,Every 3 Months
743,64,Male,39,Nevada,Summer,Yes,Debit Card,21,Debit Card,Quarterly
744,21,Male,84,North Carolina,Fall,Yes,PayPal,36,Cash,Weekly
745,67,Male,66,Illinois,Spring,Yes,Debit Card,42,Debit Card,Bi-Weekly
746,46,Male,92,Michigan,Fall,Yes,Credit Card,4,Venmo,Monthly
747,40,Male,45,Michigan,Winter,Yes,Debit Card,47,Credit Card,Annually
748,51,Male,74,Oklahoma,Spring,Yes,Venmo,13,Bank Transfer,Weekly
749,35,Male,39,South Dakota,Fall,Yes,Bank Transfer,8,Bank Transfer,Quarterly
750,56,Male,71,Oklahoma,Winter,Yes,Bank Transfer,11,Debit Card,Quarterly
751,25,Male,95,Maryland,Fall,Yes,Bank Transfer,5,Venmo,Annually
752,65,Male,72,Ohio,Fall,Yes,Credit Card,1,Credit Card,Monthly
753,39,Male,85,Ohio,Fall,Yes,Cash,17,PayPal,Every 3 Months
754,47,Male,54,Massachusetts,Fall,Yes,Credit Card,27,Venmo,Quarterly
755,36,Male,41,North Carolina,Spring,Yes,Cash,3,Debit Card,Quarterly
756,66,Male,24,Florida,Spring,Yes,Venmo,22,PayPal,Weekly
757,62,Male,99,Montana,Summer,Yes,Cash,24,Cash,Fortnightly
758,41,Male,32,Minnesota,Fall,Yes,Debit Card,18,Debit Card,Quarterly
759,66,Male,71,Massachusetts,Summer,Yes,Bank Transfer,39,Bank Transfer,Every 3 Months
760,51,Male,49,Rhode Island,Winter,Yes,Bank Transfer,25,Credit Card,Fortnightly
761,33,Male,50,Minnesota,Fall,Yes,Credit Card,6,Cash,Annually
762,57,Male,91,Nevada,Fall,Yes,Credit Card,26,Bank Transfer,Weekly
763,45,Male,46,New Mexico,Fall,Yes,Credit Card,43,Debit Card,Fortnightly
764,61,Male,50,North Carolina,Spring,Yes,Debit Card,6,Credit Card,Monthly
765,55,Male,39,Virginia,Fall,Yes,Bank Transfer,6,Debit Card,Quarterly
766,54,Male,99,Alaska,Summer,Yes,Bank Transfer,13,Cash,Quarterly
767,57,Male,48,Nevada,Winter,Yes,PayPal,13,PayPal,Monthly
768,27,Male,77,Pennsylvania,Fall,Yes,Cash,11,Cash,Annually
769,64,Male,95,Illinois,Spring,Yes,PayPal,45,Venmo,Weekly
770,52,Male,100,Delaware,Spring,Yes,Credit Card,8,PayPal,Monthly
771,19,Male,54,Vermont,Spring,Yes,Venmo,8,Credit Card,Annually
772,22,Male,68,Hawaii,Fall,Yes,Credit Card,34,Bank Transfer,Fortnightly
773,18,Male,22,Illinois,Fall,Yes,Cash,40,Debit Card,Bi-Weekly
774,29,Male,84,California,Winter,Yes,Venmo,14,Debit Card,Bi-Weekly
775,42,Male,46,Nevada,Summer,Yes,Credit Card,11,Credit Card,Quarterly
776,49,Male,53,Kentucky,Winter,Yes,PayPal,8,PayPal,Monthly
777,49,Male,60,Alabama,Spring,Yes,PayPal,8,Venmo,Every 3 Months
778,55,Male,32,Wyoming,Spring,Yes,Credit Card,37,Venmo,Weekly
779,29,Male,50,Massachusetts,Summer,Yes,Cash,23,Debit Card,Annually
780,60,Male,94,Utah,Spring,Yes,Credit Card,38,Cash,Annually
781,34,Male,26,New York,Spring,Yes,Venmo,38,Cash,Quarterly
782,30,Male,44,Vermont,Winter,Yes,PayPal,12,Credit Card,Fortnightly
783,28,Male,57,Hawaii,Summer,Yes,PayPal,15,Cash,Weekly
784,63,Male,65,Louisiana,Winter,Yes,Debit Card,38,PayPal,Fortnightly
785,31,Male,72,Alabama,Winter,Yes,Debit Card,41,Bank Transfer,Every 3 Months
786,46,Male,62,Louisiana,Spring,Yes,Bank Transfer,37,PayPal,Fortnightly
787,70,Male,21,Indiana,Winter,Yes,Credit Card,16,Bank Transfer,Every 3 Months
788,53,Male,85,Michigan,Spring,Yes,Bank Transfer,25,Venmo,Weekly
789,50,Male,51,Rhode Island,Summer,Yes,Venmo,18,Bank Transfer,Quarterly
790,33,Male,84,Idaho,Fall,Yes,Venmo,4,Credit Card,Bi-Weekly
791,22,Male,37,Louisiana,Summer,Yes,Venmo,12,Bank Transfer,Quarterly
792,50,Male,44,North Carolina,Summer,Yes,Credit Card,35,PayPal,Fortnightly
793,34,Male,45,New Jersey,Spring,Yes,Venmo,45,Venmo,Weekly
794,24,Male,35,Alabama,Summer,Yes,Cash,16,Credit Card,Monthly
795,69,Male,50,Kentucky,Winter,Yes,Bank Transfer,10,Debit Card,Fortnightly
796,39,Male,26,New York,Summer,Yes,Cash,34,Venmo,Annually
797,42,Male,78,Arizona,Fall,Yes,Debit Card,43,Credit Card,Annually
798,42,Male,82,Maryland,Fall,Yes,Cash,38,Debit Card,Weekly
799,29,Male,39,Alaska,Spring,Yes,Cash,48,PayPal,Every 3 Months
800,55,Male,55,Nevada,Summer,Yes,Venmo,31,PayPal,Annually
801,32,Male,20,Utah,Summer,Yes,Credit Card,20,Cash,Every 3 Months
802,25,Male,29,New Mexico,Fall,Yes,Credit Card,12,Credit Card,Fortnightly
803,38,Male,41,Delaware,Winter,Yes,Venmo,2,Bank Transfer,Weekly
804,32,Male,38,Connecticut,Winter,Yes,Credit Card,30,Venmo,Every 3 Months
805,43,Male,47,Mississippi,Summer,Yes,Cash,28,Venmo,Quarterly
806,41,Male,30,Connecticut,Summer,Yes,Venmo,40,Debit Card,Monthly
807,56,Male,56,Florida,Summer,Yes,Credit Card,46,PayPal,Quarterly
808,27,Male,89,New York,Winter,Yes,Bank Transfer,15,Credit Card,Weekly
809,46,Male,96,Wisconsin,Fall,Yes,PayPal,38,Cash,Every 3 Months
810,48,Male,81,South Carolina,Fall,Yes,PayPal,30,PayPal,Bi-Weekly
811,52,Male,83,South Dakota,Fall,Yes,Debit Card,32,Debit Card,Bi-Weekly
812,18,Male,35,Illinois,Winter,Yes,Debit Card,36,Venmo,Quarterly
813,64,Male,56,Alaska,Summer,Yes,PayPal,32,Credit Card,Weekly
814,54,Male,45,Montana,Summer,Yes,Credit Card,14,Debit Card,Annually
815,31,Male,62,Minnesota,Winter,Yes,Cash,8,PayPal,Monthly
816,30,Male,84,West Virginia,Spring,Yes,Cash,27,Venmo,Bi-Weekly
817,26,Male,24,Illinois,Summer,Yes,Credit Card,24,Debit Card,Monthly
818,25,Male,21,Nevada,Spring,Yes,Credit Card,30,PayPal,Fortnightly
819,59,Male,91,Idaho,Winter,Yes,Cash,34,Debit Card,Monthly
820,55,Male,36,Colorado,Winter,Yes,Bank Transfer,28,Debit Card,Quarterly
821,56,Male,39,Louisiana,Spring,Yes,Cash,27,Debit Card,Monthly
822,62,Male,39,Vermont,Spring,Yes,Cash,31,Credit Card,Bi-Weekly
823,35,Male,59,Mississippi,Winter,Yes,Cash,23,Bank Transfer,Annually
824,51,Male,27,Georgia,Winter,Yes,PayPal,11,Credit Card,Quarterly
825,61,Male,94,Georgia,Spring,Yes,Venmo,48,Cash,Quarterly
826,27,Male,94,Nebraska,Fall,Yes,Venmo,17,Cash,Monthly
827,54,Male,94,Massachusetts,Winter,Yes,Credit Card,36,PayPal,Weekly
828,31,Male,51,Colorado,Fall,Yes,Credit Card,33,Bank Transfer,Fortnightly
829,24,Male,62,Nevada,Fall,Yes,Bank Transfer,27,PayPal,Bi-Weekly
830,42,Male,57,Idaho,Spring,Yes,Debit Card,14,Credit Card,Fortnightly
831,41,Male,76,Wyoming,Fall,Yes,Cash,5,Credit Card,Annually
832,66,Male,63,Washington,Summer,Yes,Debit Card,47,Cash,Every 3 Months
833,58,Male,80,California,Fall,Yes,Credit Card,28,Cash,Bi-Weekly
834,43,Male,68,Oklahoma,Fall,Yes,Debit Card,11,Credit Card,Annually
835,52,Male,89,Nevada,Summer,Yes,Debit Card,18,Credit Card,Weekly
836,35,Male,26,Maryland,Summer,Yes,Debit Card,21,Debit Card,Weekly
837,23,Male,90,West Virginia,Winter,Yes,PayPal,22,Cash,Bi-Weekly
838,25,Male,28,Illinois,Spring,Yes,Credit Card,33,Cash,Every 3 Months
839,33,Male,29,Kentucky,Spring,Yes,Bank Transfer,49,Credit Card,Annually
840,48,Male,31,Illinois,Spring,Yes,Cash,10,Debit Card,Every 3 Months
841,42,Male,24,Alabama,Summer,Yes,Bank Transfer,18,PayPal,Weekly
842,55,Male,88,Texas,Summer,Yes,Venmo,28,PayPal,Fortnightly
843,59,Male,87,Missouri,Spring,Yes,Venmo,25,PayPal,Weekly
844,65,Male,80,Pennsylvania,Summer,Yes,Cash,6,PayPal,Weekly
845,59,Male,48,Missouri,Winter,Yes,PayPal,44,Venmo,Bi-Weekly
846,31,Male,21,Michigan,Winter,Yes,PayPal,30,Venmo,Monthly
847,49,Male,72,Kentucky,Spring,Yes,Bank Transfer,42,Debit Card,Quarterly
848,53,Male,44,New Jersey,Fall,Yes,Bank Transfer,30,PayPal,Monthly
849,48,Male,73,Delaware,Fall,Yes,PayPal,33,Credit Card,Bi-Weekly
850,23,Male,61,Missouri,Spring,Yes,Debit Card,24,PayPal,Quarterly
851,68,Male,20,Connecticut,Winter,Yes,Bank Transfer,13,Venmo,Monthly
852,35,Male,86,Massachusetts,Summer,Yes,Credit Card,19,Debit Card,Monthly
853,34,Male,60,Florida,Spring,Yes,Venmo,23,Debit Card,Every 3 Months
854,62,Male,43,Delaware,Winter,Yes,PayPal,35,Cash,Monthly
855,21,Male,44,California,Spring,Yes,Bank Transfer,22,Venmo,Monthly
856,70,Male,76,Oregon,Spring,Yes,Cash,14,Credit Card,Quarterly
857,55,Male,33,Alaska,Summer,Yes,Debit Card,47,Debit Card,Fortnightly
858,43,Male,60,Missouri,Fall,Yes,Cash,50,Debit Card,Every 3 Months
859,19,Male,26,Oklahoma,Fall,Yes,PayPal,33,PayPal,Weekly
860,47,Male,73,Wisconsin,Winter,Yes,Credit Card,7,Debit Card,Monthly
861,26,Male,87,South Carolina,Spring,Yes,Debit Card,3,Cash,Monthly
862,46,Male,100,Virginia,Spring,Yes,PayPal,35,Credit Card,Every 3 Months
863,19,Male,84,Arkansas,Winter,Yes,PayPal,13,PayPal,Fortnightly
864,49,Male,41,Vermont,Summer,Yes,PayPal,42,PayPal,Fortnightly
865,51,Male,59,Kentucky,Winter,Yes,PayPal,5,PayPal,Annually
866,64,Male,26,Colorado,Winter,Yes,Bank Transfer,23,Venmo,Annually
867,67,Male,69,New Mexico,Summer,Yes,Credit Card,11,PayPal,Bi-Weekly
868,37,Male,20,Colorado,Spring,Yes,Debit Card,23,Bank Transfer,Fortnightly
869,40,Male,83,North Carolina,Summer,Yes,Credit Card,2,Credit Card,Every 3 Months
870,38,Male,54,New Hampshire,Spring,Yes,PayPal,33,PayPal,Weekly
871,66,Male,66,West Virginia,Fall,Yes,Cash,6,Bank Transfer,Bi-Weekly
872,47,Male,42,Hawaii,Spring,Yes,Bank Transfer,45,Debit Card,Quarterly
873,56,Male,33,North Dakota,Spring,Yes,Cash,25,Cash,Quarterly
874,51,Male,77,Mississippi,Summer,Yes,PayPal,24,Venmo,Quarterly
875,25,Male,65,Maine,Fall,Yes,PayPal,10,Venmo,Every 3 Months
876,37,Male,39,North Dakota,Summer,Yes,Venmo,7,Bank Transfer,Every 3 Months
877,41,Male,51,Nebraska,Summer,Yes,Venmo,1,Debit Card,Weekly
878,64,Male,65,Nebraska,Winter,Yes,Venmo,45,Venmo,Every 3 Months
879,23,Male,89,Tennessee,Summer,Yes,Cash,37,Debit Card,Weekly
880,62,Male,76,Wyoming,Spring,Yes,Credit Card,14,PayPal,Quarterly
881,39,Male,75,Nevada,Spring,Yes,Venmo,25,Debit Card,Monthly
882,52,Male,61,South Carolina,Summer,Yes,Credit Card,18,Venmo,Annually
883,50,Male,35,Virginia,Fall,Yes,Cash,37,Cash,Every 3 Months
884,28,Male,37,Pennsylvania,Fall,Yes,Venmo,30,Bank Transfer,Monthly
885,67,Male,91,Hawaii,Winter,Yes,Venmo,34,Bank Transfer,Weekly
886,41,Male,99,Ohio,Fall,Yes,Credit Card,49,Debit Card,Every 3 Months
887,19,Male,54,Utah,Summer,Yes,PayPal,48,Bank Transfer,Monthly
888,70,Male,47,Minnesota,Winter,Yes,Credit Card,33,PayPal,Fortnightly
889,49,Male,77,New Hampshire,Spring,Yes,Venmo,44,Cash,Annually
890,59,Male,84,Arizona,Fall,Yes,Venmo,50,Venmo,Weekly
891,52,Male,51,New York,Spring,Yes,Credit Card,47,Credit Card,Monthly
892,20,Male,26,Pennsylvania,Summer,Yes,Venmo,24,PayPal,Every 3 Months
893,31,Male,64,New Mexico,Summer,Yes,Venmo,43,Debit Card,Monthly
894,33,Male,51,Nebraska,Spring,Yes,Debit Card,14,Venmo,Monthly
895,44,Male,60,Wyoming,Spring,Yes,Venmo,3,Debit Card,Quarterly
896,40,Male,69,Mississippi,Spring,Yes,Debit Card,33,Debit Card,Quarterly
897,69,Male,29,Arkansas,Spring,Yes,Credit Card,38,Cash,Fortnightly
898,29,Male,91,Illinois,Spring,Yes,PayPal,46,Venmo,Weekly
899,54,Male,70,Nevada,Spring,Yes,Credit Card,19,Bank Transfer,Every 3 Months
900,65,Male,58,Rhode Island,Summer,Yes,Debit Card,20,PayPal,Annually
901,54,Male,98,West Virginia,Fall,Yes,Cash,42,Bank Transfer,Quarterly
902,60,Male,68,Missouri,Summer,Yes,Debit Card,34,Cash,Monthly
903,43,Male,44,Kentucky,Summer,Yes,Debit Card,5,Cash,Monthly
904,44,Male,45,Washington,Winter,Yes,Bank Transfer,3,PayPal,Quarterly
905,69,Male,99,Alaska,Spring,Yes,Credit Card,46,PayPal,Every 3 Months
906,46,Male,68,Mississippi,Spring,Yes,Credit Card,16,Venmo,Annually
907,41,Male,56,South Carolina,Spring,Yes,Debit Card,21,Debit Card,Bi-Weekly
908,32,Male,43,Missouri,Winter,Yes,PayPal,34,Credit Card,Bi-Weekly
909,26,Male,99,New Jersey,Winter,Yes,Cash,9,PayPal,Every 3 Months
910,61,Male,56,Louisiana,Fall,Yes,Debit Card,36,PayPal,Weekly
911,49,Male,25,South Carolina,Spring,Yes,Bank Transfer,22,Credit Card,Monthly
912,53,Male,74,Vermont,Winter,Yes,Cash,2,Bank Transfer,Quarterly
913,24,Male,56,Arkansas,Winter,Yes,Bank Transfer,32,Bank Transfer,Monthly
914,37,Male,47,Utah,Fall,Yes,Bank Transfer,29,Cash,Every 3 Months
915,43,Male,67,Washington,Summer,Yes,PayPal,27,Venmo,Every 3 Months
916,31,Male,22,Rhode Island,Winter,Yes,Debit Card,33,Credit Card,Fortnightly
917,49,Male,34,Illinois,Spring,Yes,Cash,16,Venmo,Monthly
918,69,Male,64,Missouri,Spring,Yes,Debit Card,11,Bank Transfer,Quarterly
919,65,Male,42,North Carolina,Spring,Yes,Cash,11,Cash,Fortnightly
920,41,Male,82,Massachusetts,Winter,Yes,PayPal,17,Debit Card,Bi-Weekly
921,37,Male,81,Arkansas,Summer,Yes,Credit Card,37,Cash,Weekly
922,70,Male,24,South Dakota,Summer,Yes,Venmo,18,PayPal,Weekly
923,63,Male,60,Georgia,Fall,Yes,Venmo,13,Credit Card,Monthly
924,55,Male,24,Arkansas,Spring,Yes,PayPal,7,PayPal,Weekly
925,52,Male,78,Kansas,Winter,Yes,Credit Card,37,Cash,Quarterly
926,22,Male,88,Arizona,Winter,Yes,Credit Card,8,Cash,Monthly
927,54,Male,63,Massachusetts,Spring,Yes,PayPal,11,Cash,Bi-Weekly
928,28,Male,78,New Mexico,Summer,Yes,Bank Transfer,8,Venmo,Bi-Weekly
929,67,Male,37,Arkansas,Winter,Yes,Bank Transfer,31,Cash,Every 3 Months
930,59,Male,94,Nebraska,Fall,Yes,Venmo,26,Debit Card,Fortnightly
931,26,Male,78,Hawaii,Fall,Yes,Credit Card,20,Credit Card,Bi-Weekly
932,24,Male,36,Nebraska,Winter,Yes,Cash,24,Bank Transfer,Fortnightly
933,62,Male,24,Indiana,Winter,Yes,Venmo,45,Debit Card,Bi-Weekly
934,70,Male,84,Colorado,Spring,Yes,Debit Card,33,Debit Card,Monthly
935,45,Male,47,Oregon,Spring,Yes,Bank Transfer,21,Bank Transfer,Monthly
936,58,Male,51,Ohio,Fall,Yes,Credit Card,2,Bank Transfer,Fortnightly
937,31,Male,84,Maine,Summer,Yes,Debit Card,28,Cash,Weekly
938,32,Male,24,Iowa,Summer,Yes,Debit Card,18,Venmo,Quarterly
939,36,Male,97,Wisconsin,Fall,Yes,Bank Transfer,21,Debit Card,Fortnightly
940,25,Male,89,New York,Winter,Yes,Venmo,24,Credit Card,Monthly
941,48,Male,44,Colorado,Spring,Yes,PayPal,15,PayPal,Every 3 Months
942,39,Male,35,Illinois,Winter,Yes,Bank Transfer,38,PayPal,Every 3 Months
943,26,Male,91,Arizona,Winter,Yes,Cash,38,PayPal,Bi-Weekly
944,32,Male,63,Oklahoma,Winter,Yes,PayPal,13,Venmo,Fortnightly
945,54,Male,97,Indiana,Spring,Yes,Debit Card,39,Cash,Bi-Weekly
946,38,Male,38,Minnesota,Summer,Yes,Debit Card,8,Venmo,Every 3 Months
947,46,Male,24,Pennsylvania,Spring,Yes,PayPal,4,PayPal,Quarterly
948,57,Male,32,Indiana,Winter,Yes,Cash,6,Cash,Every 3 Months
949,49,Male,90,Alabama,Summer,Yes,Venmo,11,Venmo,Every 3 Months
950,33,Male,36,Montana,Summer,Yes,Cash,49,Venmo,Monthly
951,54,Male,37,New Mexico,Winter,Yes,Cash,30,PayPal,Quarterly
952,47,Male,51,Alaska,Summer,Yes,Venmo,34,Bank Transfer,Monthly
953,36,Male,71,Idaho,Fall,Yes,Bank Transfer,28,PayPal,Monthly
954,68,Male,50,Utah,Spring,Yes,Credit Card,36,Venmo,Quarterly
955,60,Male,74,Louisiana,Fall,Yes,Venmo,18,Credit Card,Every 3 Months
956,55,Male,75,Mississippi,Summer,Yes,Venmo,4,PayPal,Monthly
957,29,Male,99,Mississippi,Spring,Yes,Venmo,42,Debit Card,Quarterly
958,38,Male,23,Indiana,Spring,Yes,Bank Transfer,11,Cash,Quarterly
959,70,Male,53,Washington,Winter,Yes,Cash,31,Credit Card,Bi-Weekly
960,36,Male,99,Nevada,Spring,Yes,Cash,12,Cash,Fortnightly
961,18,Male,48,Louisiana,Spring,Yes,Debit Card,20,Venmo,Quarterly
962,62,Male,72,Pennsylvania,Fall,Yes,Venmo,37,Debit Card,Quarterly
963,29,Male,64,Michigan,Spring,Yes,Cash,26,Debit Card,Fortnightly
964,21,Male,63,South Carolina,Spring,Yes,Cash,14,Credit Card,Weekly
965,42,Male,51,Arizona,Spring,Yes,Bank Transfer,12,Venmo,Bi-Weekly
966,43,Male,55,Delaware,Spring,Yes,Debit Card,10,Credit Card,Annually
967,58,Male,55,Kentucky,Spring,Yes,Cash,19,Cash,Annually
968,27,Male,26,Georgia,Summer,Yes,Debit Card,4,Cash,Weekly
969,57,Male,67,North Carolina,Summer,Yes,Debit Card,48,Bank Transfer,Quarterly
970,40,Male,31,California,Fall,Yes,Debit Card,37,PayPal,Monthly
971,45,Male,66,California,Winter,Yes,PayPal,4,Cash,Monthly
972,47,Male,67,Indiana,Summer,Yes,Bank Transfer,15,Credit Card,Weekly
973,61,Male,61,Colorado,Winter,Yes,Venmo,33,Credit Card,Weekly
974,60,Male,75,Colorado,Fall,Yes,Venmo,30,Bank Transfer,Quarterly
975,69,Male,90,North Carolina,Spring,Yes,Credit Card,23,Bank Transfer,Monthly
976,58,Male,40,Washington,Summer,Yes,Bank Transfer,2,Bank Transfer,Weekly
977,34,Male,90,Florida,Fall,Yes,PayPal,50,Credit Card,Every 3 Months
978,20,Male,20,Washington,Spring,Yes,Credit Card,34,Cash,Bi-Weekly
979,56,Male,40,Colorado,Summer,Yes,Cash,33,Credit Card,Weekly
980,64,Male,33,New Hampshire,Fall,Yes,Venmo,34,Debit Card,Monthly
981,56,Male,98,Maryland,Spring,Yes,Bank Transfer,39,PayPal,Every 3 Months
982,27,Male,42,Maryland,Spring,Yes,Debit Card,47,Credit Card,Quarterly
983,35,Male,62,Texas,Summer,Yes,Venmo,37,PayPal,Monthly
984,24,Male,45,New Mexico,Winter,Yes,Credit Card,40,Venmo,Bi-Weekly
985,26,Male,78,Utah,Summer,Yes,Cash,8,Credit Card,Bi-Weekly
986,32,Male,80,West Virginia,Fall,Yes,Credit Card,12,Bank Transfer,Annually
987,54,Male,96,Connecticut,Spring,Yes,Credit Card,36,Bank Transfer,Monthly
988,62,Male,47,West Virginia,Summer,Yes,PayPal,48,PayPal,Weekly
989,50,Male,84,Ohio,Winter,Yes,Venmo,47,PayPal,Fortnightly
990,70,Male,31,Texas,Spring,Yes,Bank Transfer,2,Bank Transfer,Monthly
991,48,Male,63,Washington,Spring,Yes,PayPal,24,Cash,Weekly
992,20,Male,97,Wisconsin,Spring,Yes,Debit Card,40,Bank Transfer,Bi-Weekly
993,46,Male,99,Louisiana,Winter,Yes,Credit Card,50,Debit Card,Weekly
994,51,Male,90,Iowa,Winter,Yes,Cash,25,Cash,Weekly
995,53,Male,68,New York,Fall,Yes,PayPal,20,Debit Card,Monthly
996,44,Male,80,Idaho,Spring,Yes,Venmo,10,Venmo,Weekly
997,29,Male,91,Delaware,Summer,Yes,Bank Transfer,32,Bank Transfer,Quarterly
998,64,Male,30,Kentucky,Spring,Yes,Debit Card,31,Cash,Fortnightly
999,51,Male,90,Connecticut,Spring,Yes,Venmo,48,Bank Transfer,Bi-Weekly
1000,50,Male,28,New Mexico,Spring,Yes,Venmo,23,Debit Card,Monthly
1001,43,Male,46,Georgia,Winter,Yes,Credit Card,1,Bank Transfer,Bi-Weekly
1002,61,Male,60,Washington,Fall,Yes,Credit Card,4,Debit Card,Fortnightly
1003,55,Male,59,North Dakota,Spring,Yes,Credit Card,3,Bank Transfer,Bi-Weekly
1004,56,Male,68,Ohio,Fall,Yes,Cash,3,Cash,Bi-Weekly
1005,33,Male,79,Tennessee,Summer,Yes,Cash,44,Cash,Annually
1006,43,Male,94,New York,Winter,Yes,Credit Card,5,Debit Card,Bi-Weekly
1007,21,Male,83,Michigan,Summer,Yes,Credit Card,50,Venmo,Quarterly
1008,58,Male,62,Georgia,Spring,Yes,Venmo,2,Credit Card,Annually
1009,41,Male,85,New Mexico,Spring,Yes,Cash,29,PayPal,Annually
1010,39,Male,30,Louisiana,Summer,Yes,Bank Transfer,11,Venmo,Annually
1011,54,Male,24,South Dakota,Spring,Yes,PayPal,37,Credit Card,Fortnightly
1012,43,Male,25,Montana,Spring,Yes,PayPal,32,Debit Card,Fortnightly
1013,28,Male,37,New Mexico,Summer,Yes,Cash,27,Credit Card,Annually
1014,59,Male,69,South Carolina,Summer,Yes,Bank Transfer,31,Venmo,Bi-Weekly
1015,28,Male,97,Ohio,Summer,Yes,Bank Transfer,36,Debit Card,Fortnightly
1016,68,Male,24,North Carolina,Summer,Yes,Debit Card,34,Cash,Weekly
1017,20,Male,30,Idaho,Summer,Yes,Cash,15,Bank Transfer,Every 3 Months
1018,21,Male,53,Oklahoma,Fall,Yes,Cash,14,Credit Card,Annually
1019,50,Male,70,Georgia,Spring,Yes,Credit Card,46,Cash,Weekly
1020,32,Male,76,Kentucky,Winter,Yes,Debit Card,33,Venmo,Bi-Weekly
1021,24,Male,95,Delaware,Fall,Yes,Bank Transfer,41,Debit Card,Annually
1022,55,Male,51,Massachusetts,Winter,Yes,Credit Card,39,PayPal,Weekly
1023,61,Male,41,Nebraska,Winter,Yes,Cash,7,Cash,Annually
1024,61,Male,71,Maine,Winter,Yes,Bank Transfer,29,Bank Transfer,Every 3 Months
1025,28,Male,66,Pennsylvania,Summer,Yes,Debit Card,18,Venmo,Quarterly
1026,60,Male,84,Nebraska,Winter,Yes,Bank Transfer,15,Credit Card,Annually
1027,49,Male,95,Virginia,Winter,Yes,Venmo,39,PayPal,Bi-Weekly
1028,33,Male,90,Ohio,Summer,Yes,Cash,11,Cash,Monthly
1029,45,Male,36,Nebraska,Summer,Yes,Venmo,4,Cash,Fortnightly
1030,29,Male,22,Ohio,Spring,Yes,Credit Card,33,Venmo,Bi-Weekly
1031,58,Male,89,Kentucky,Winter,Yes,Credit Card,37,Debit Card,Quarterly
1032,22,Male,50,Tennessee,Spring,Yes,Cash,32,Cash,Quarterly
1033,55,Male,36,Maine,Fall,Yes,Bank Transfer,44,Credit Card,Quarterly
1034,19,Male,52,Montana,Spring,Yes,Credit Card,41,Bank Transfer,Quarterly
1035,68,Male,29,Maryland,Fall,Yes,Venmo,44,Bank Transfer,Weekly
1036,61,Male,89,Georgia,Fall,Yes,Venmo,32,Venmo,Annually
1037,68,Male,47,Hawaii,Fall,Yes,Credit Card,13,Bank Transfer,Monthly
1038,52,Male,25,Rhode Island,Spring,Yes,Bank Transfer,48,Debit Card,Quarterly
1039,41,Male,74,Nebraska,Fall,Yes,Bank Transfer,3,Bank Transfer,Weekly
1040,29,Male,46,Michigan,Fall,Yes,PayPal,39,Venmo,Monthly
1041,68,Male,22,North Carolina,Fall,Yes,Venmo,7,Cash,Fortnightly
1042,36,Male,25,Minnesota,Summer,Yes,Venmo,11,Cash,Fortnightly
1043,55,Male,80,Maryland,Spring,Yes,Venmo,47,Credit Card,Weekly
1044,28,Male,76,Hawaii,Spring,Yes,Bank Transfer,28,Debit Card,Fortnightly
1045,39,Male,30,Oregon,Summer,Yes,Credit Card,17,Bank Transfer,Every 3 Months
